date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:27:50	1180/1180	---M--	200	added ('OK')	text/css	date:Sat,%2011%20Feb%202023%2011:32:37%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/style.css?ver=1708144947	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/stylea5bf.css	(from https://wptf.themepul.co/rezilla/)
10:27:51	19653/19653	---M--	200	added ('OK')	text/css	date:Wed,%2007%20Feb%202024%2017:30:42%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.27.0	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min50c3.css	(from https://wptf.themepul.co/rezilla/)
10:27:53	111935/111935	---M--	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2017:37:27%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/custom-frontend-lite.min.css?ver=1691602647	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/custom-frontend-lite.minf793.css	(from https://wptf.themepul.co/rezilla/)
10:27:54	12876/12876	---M--	200	added ('OK')	text/css	date:Wed,%2007%20Feb%202024%2017:30:42%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://wptf.themepul.co/rezilla/)
10:27:55	1099/1099	---M--	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2017:37:23%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-6.css?ver=1691602643	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-655fb.css	(from https://wptf.themepul.co/rezilla/)
10:27:57	9475/9475	---M--	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2017:37:24%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/global.css?ver=1691602644	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/global6542.css	(from https://wptf.themepul.co/rezilla/)
10:27:58	55931/55931	---M--	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2017:37:25%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-51.css?ver=1691602645	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-512cbc.css	(from https://wptf.themepul.co/rezilla/)
10:28:00	87553/87553	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2006:01:15%20GMT	https://wptf.themepul.co/rezilla/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-includes/js/jquery/jquery.minf43b.js	(from https://wptf.themepul.co/rezilla/)
10:28:01	13577/13577	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2005:29:16%20GMT	https://wptf.themepul.co/rezilla/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wptf.themepul.co/rezilla/)
10:28:04	76154/76154	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:43:02%20GMT	https://wptf.themepul.co/rezilla/wp-json/wp/v2/pages/51	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/wp/v2/pages/51.json	(from https://wptf.themepul.co/rezilla/)
10:28:04	197291/197291	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:43:02%20GMT	https://wptf.themepul.co/rezilla/wp-json/	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:05	858/858	---M--	200	added ('OK')	text/xml	date:Sat,%2017%20Feb%202024%2004:43:05%20GMT	https://wptf.themepul.co/rezilla/xmlrpc.php?rsd	H:/Templates/daitheme/wptf.themepul.co/rezilla/xmlrpc0db0.php	(from https://wptf.themepul.co/rezilla/)
10:28:07	2115/2115	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:43:06%20GMT	https://wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwptf.themepul.co%2Frezilla%2F	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed90da.json	(from https://wptf.themepul.co/rezilla/)
10:28:09	2270/2270	---MC-	200	added ('OK')	text/xml	date:Sat,%2017%20Feb%202024%2004:43:08%20GMT	https://wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwptf.themepul.co%2Frezilla%2F&format=xml	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed7ff3	(from https://wptf.themepul.co/rezilla/)
10:28:11	24904/24904	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Sep%202022%2006:54:41%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/09/title-bg.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/09/title-bg.png	(from https://wptf.themepul.co/rezilla/)
10:28:13	45572/45572	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2010%20Sep%202022%2010:35:49%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/09/1_logo.svg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/09/1_logo.svg	(from https://wptf.themepul.co/rezilla/)
10:28:14	796/796	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Aug%202022%2007:31:44%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-1.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-1.png	(from https://wptf.themepul.co/rezilla/)
10:28:14	114721/114721	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:14%20GMT	https://wptf.themepul.co/rezilla/home-2/	H:/Templates/daitheme/wptf.themepul.co/rezilla/home-2/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:15	104731/104731	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:14%20GMT	https://wptf.themepul.co/rezilla/home-3/	H:/Templates/daitheme/wptf.themepul.co/rezilla/home-3/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:16	95827/95827	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:14%20GMT	https://wptf.themepul.co/rezilla/about-us/	H:/Templates/daitheme/wptf.themepul.co/rezilla/about-us/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:16	865/865	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Aug%202022%2007:31:45%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-2.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-2.png	(from https://wptf.themepul.co/rezilla/)
10:28:17	79505/79505	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:16%20GMT	https://wptf.themepul.co/rezilla/services/	H:/Templates/daitheme/wptf.themepul.co/rezilla/services/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:17	60910/60910	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:17%20GMT	https://wptf.themepul.co/rezilla/services/customer-support/	H:/Templates/daitheme/wptf.themepul.co/rezilla/services/customer-support/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:18	60910/60910	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:17%20GMT	https://wptf.themepul.co/rezilla/services/perfect-strategy/	H:/Templates/daitheme/wptf.themepul.co/rezilla/services/perfect-strategy/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:18	1531/1531	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Aug%202022%2007:31:45%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-3.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-3.png	(from https://wptf.themepul.co/rezilla/)
10:28:19	60910/60910	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:18%20GMT	https://wptf.themepul.co/rezilla/services/saas-development/	H:/Templates/daitheme/wptf.themepul.co/rezilla/services/saas-development/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:20	60894/60894	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:19%20GMT	https://wptf.themepul.co/rezilla/services/ui-ux-branding/	H:/Templates/daitheme/wptf.themepul.co/rezilla/services/ui-ux-branding/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:20	1205/1205	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Aug%202022%2007:31:46%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-4.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-4.png	(from https://wptf.themepul.co/rezilla/)
10:28:21	60909/60909	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:20%20GMT	https://wptf.themepul.co/rezilla/services/web-customization/	H:/Templates/daitheme/wptf.themepul.co/rezilla/services/web-customization/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:21	58989/58989	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:20%20GMT	https://wptf.themepul.co/rezilla/faq/	H:/Templates/daitheme/wptf.themepul.co/rezilla/faq/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:22	799/799	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Aug%202022%2007:31:47%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-5.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-5.png	(from https://wptf.themepul.co/rezilla/)
10:28:23	80028/80028	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:22%20GMT	https://wptf.themepul.co/rezilla/pricing/	H:/Templates/daitheme/wptf.themepul.co/rezilla/pricing/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:23	68944/68944	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:22%20GMT	https://wptf.themepul.co/rezilla/team/	H:/Templates/daitheme/wptf.themepul.co/rezilla/team/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:24	75757/75757	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:23%20GMT	https://wptf.themepul.co/rezilla/testimonial/	H:/Templates/daitheme/wptf.themepul.co/rezilla/testimonial/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:24	1071/1071	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Aug%202022%2007:31:47%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-6.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/client-l-6.png	(from https://wptf.themepul.co/rezilla/)
10:28:25	61722/61722	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:24%20GMT	https://wptf.themepul.co/rezilla/blog/	H:/Templates/daitheme/wptf.themepul.co/rezilla/blog/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:25	57015/57015	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:25%20GMT	https://wptf.themepul.co/rezilla/consulting-reporting-could-group-business-people/	H:/Templates/daitheme/wptf.themepul.co/rezilla/consulting-reporting-could-group-business-people/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:26	53721/53721	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:25%20GMT	https://wptf.themepul.co/rezilla/contact-us/	H:/Templates/daitheme/wptf.themepul.co/rezilla/contact-us/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:26	38118/38118	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jan%202023%2010:05:50%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2023/01/about-1.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2023/01/about-1.png	(from https://wptf.themepul.co/rezilla/)
10:28:28	61778/61778	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Sep%202022%2009:09:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/09/team-update-2.jpg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/09/team-update-2.jpg	(from https://wptf.themepul.co/rezilla/)
10:28:29	49050/49050	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Sep%202022%2006:49:53%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/09/team-update.jpg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/09/team-update.jpg	(from https://wptf.themepul.co/rezilla/)
10:28:31	46358/46358	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Sep%202022%2009:09:39%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/09/team-update-5.jpg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/09/team-update-5.jpg	(from https://wptf.themepul.co/rezilla/)
10:28:33	184690/184690	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jan%202023%2011:55:34%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2023/01/Group-8199.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2023/01/Group-8199.png	(from https://wptf.themepul.co/rezilla/)
10:28:33	45194/45194	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Aug%202022%2006:50:48%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-1.jpg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-1.jpg	(from https://wptf.themepul.co/rezilla/)
10:28:35	48998/48998	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Aug%202022%2006:50:50%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-2.jpg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-2.jpg	(from https://wptf.themepul.co/rezilla/)
10:28:35	55690/55690	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:35%20GMT	https://wptf.themepul.co/rezilla/author/rezilla/	H:/Templates/daitheme/wptf.themepul.co/rezilla/author/rezilla/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:35	56816/56816	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:35%20GMT	https://wptf.themepul.co/rezilla/how-to-build-and-launch-powerful-responsive-a-websites-with-editor/	H:/Templates/daitheme/wptf.themepul.co/rezilla/how-to-build-and-launch-powerful-responsive-a-websites-with-editor/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:36	54068/54068	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Aug%202022%2006:50:52%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-3.jpg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-3.jpg	(from https://wptf.themepul.co/rezilla/)
10:28:37	45768/45768	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2003%20Sep%202022%2011:57:55%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/09/Logo-2-3.svg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/09/Logo-2-3.svg	(from https://wptf.themepul.co/rezilla/)
10:28:38	57010/57010	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:37%20GMT	https://wptf.themepul.co/rezilla/people-taking-part-in-colleagues-having-fun-a-business-event/	H:/Templates/daitheme/wptf.themepul.co/rezilla/people-taking-part-in-colleagues-having-fun-a-business-event/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:38	7120/7120	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Aug%202022%2006:50:15%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-8-150x150.jpg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-8-150x150.jpg	(from https://wptf.themepul.co/rezilla/)
10:28:40	6602/6602	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Aug%202022%2006:50:59%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-7-150x150.jpg	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/08/blog-7-150x150.jpg	(from https://wptf.themepul.co/rezilla/)
10:28:42	11117/11117	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Feb%202024%2006:12:03%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.7	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/contact-form-7/includes/swv/js/index38d6.js	(from https://wptf.themepul.co/rezilla/)
10:28:42	56743/56743	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:41%20GMT	https://wptf.themepul.co/rezilla/business-people-working-together-for-grow-our-company/	H:/Templates/daitheme/wptf.themepul.co/rezilla/business-people-working-together-for-grow-our-company/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:42	58827/58827	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2004:43:42%20GMT	https://wptf.themepul.co/rezilla/technology-connection-as-online-networking-part-of-company/	H:/Templates/daitheme/wptf.themepul.co/rezilla/technology-connection-as-online-networking-part-of-company/index.html	(from https://wptf.themepul.co/rezilla/)
10:28:43	13182/13182	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Feb%202024%2006:12:03%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.7	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/contact-form-7/includes/js/index38d6.js	(from https://wptf.themepul.co/rezilla/)
10:28:44	3085/3085	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202023%2005:33:04%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/rezillacore/assets/js/count-to.js?ver=1	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/rezillacore/assets/js/count-to68b3.js	(from https://wptf.themepul.co/rezilla/)
10:28:46	3337/3337	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202023%2005:33:04%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/rezillacore/assets/js/jquery-appear.js?ver=1	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/rezillacore/assets/js/jquery-appear68b3.js	(from https://wptf.themepul.co/rezilla/)
10:28:48	35456/35456	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202023%2005:33:04%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/rezillacore/assets/js/isotop-min.js?ver=3.6	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/rezillacore/assets/js/isotop-min039c.js	(from https://wptf.themepul.co/rezilla/)
10:28:50	85303/85303	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202023%2005:33:04%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/rezillacore/assets/js/owl.js?ver=2.2	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/rezillacore/assets/js/owldc8c.js	(from https://wptf.themepul.co/rezilla/)
10:28:51	18413/18413	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min.js?ver=1708144947	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-mina5bf.js	(from https://wptf.themepul.co/rezilla/)
10:28:53	61768/61768	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min.js?ver=1708144947	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-mina5bf.js	(from https://wptf.themepul.co/rezilla/)
